ID,Binomial,Order,Family,Genus,RedList,ReproductiveMode,BodySize,TrophicGroup,HabitatMode,HabitatsIUCN,Continent,EOO,Latitude,ElevMin,Prec,PrecSeas,Temp,TempSeas,HPD,HPDMin,HumanFootprint,Accessibility,Afrotropical,Australasia,Indo_malayan,Nearctic,Neotropical,Oceania,Palearctic
332,Cnemaspis_podihuna,SQUAMATA,GEKKONIDAE,Cnemaspis,LC,Oviparous,26.6,Invertebrates,Arboreal,1,Island,66196.8,7.62,1,1876.49,65.83,26.52,1099.52,298.33,24.94,37.09,197.65,0,0,1,0,0,0,0
333,Cnemaspis_tropidogaster,SQUAMATA,GEKKONIDAE,Cnemaspis ,DD,Oviparous,66,Invertebrates,Arboreal,2,Continent/Island,66533.1,7.62,1,1872.94,66.02,26.53,1100.9,298.19,24.94,37.11,197.59,0,0,1,0,0,0,0
334,Cnemidophorus_gramivagus,SQUAMATA,TEIIDAE,Cnemidophorus,LC,Oviparous,116,Invertebrates,Terrestrial,1,Continent,445298,4.79,4,2345.38,60.06,27.08,809.01,4.2,0.01,12.45,1454.2,0,0,0,0,1,0,0
335,Cnemidophorus_vacariensis,SQUAMATA,TEIIDAE,Cnemidophorus,DD,Oviparous,67.5,Invertebrates,Terrestrial,1,Continent,50259.1,-28.33,2,1673.61,14.66,17.71,3086.34,79.48,0.72,31.21,109.36,0,0,0,0,1,0,0
336,Coleodactylus_natalensis,SQUAMATA,GEKKONIDAE,Coleodactylus,DD,Oviparous,24,Invertebrates,Terrestrial,1,Continent,39.71,-5.8,37,1445.5,69,25.75,1055.5,4430.94,4430.94,68.5,6.33,0,0,0,0,1,0,0
337,Coleodactylus_septentrionalis,SQUAMATA,GEKKONIDAE,Coleodactylus,LC,Oviparous,32,Invertebrates,Terrestrial,1,Continent,133439,6.57,0,1507.51,60.34,25.7,505.57,11.51,0.1,17.17,590.08,0,0,0,0,1,0,0
338,Coleonyx_elegans,SQUAMATA,GEKKONIDAE,Coleonyx,LC,Oviparous,120,Invertebrates,Arboreal,5,Continent,400944,18.14,-5,1583.98,74.26,25.43,1739.93,48.79,0,30.8,332.68,0,0,0,0,1,0,0
339,Colobodactylus_dalcyanus,SQUAMATA,GYMNOPHTHALMIDAE,Colobodactylus,DD,Oviparous,50,Invertebrates,Terrestrial,2,Continent,462.57,-22.58,891,1946.67,68.33,13.89,2114.76,119.63,23.42,32.77,136.12,0,0,0,0,1,0,0
340,Coniophanes_bipunctatus,SQUAMATA,COLUBRIDAE,Coniophanes,LC,Oviparous,700,Carnivorous,Terrestrial,5,Continent,302059,15.46,-5,2302.66,54.35,25.43,1412.38,34.29,0,28.59,463.49,0,0,0,0,1,0,0
341,Coniophanes_dromiciformis,SQUAMATA,COLUBRIDAE,Coniophanes,VU,Oviparous,500,Carnivorous,NA,3,Continent,6001.01,-3.2,0,868.75,90.21,23.9,820.44,98.32,0,32.18,191.81,0,0,0,0,1,0,0
342,Coniophanes_imperialis,SQUAMATA,COLUBRIDAE,Coniophanes,LC,Oviparous,300,Carnivorous,Terrestrial,10,Continent,389116,19.6,-5,1440.89,64.66,25.04,2423.52,43.5,0,29.45,313.43,0,0,0,1,1,0,0
343,Conophis_lineatus,SQUAMATA,COLUBRIDAE,Conophis,LC,Oviparous,900,Carnivorous,Terrestrial,7,Continent,317083,16.46,-3,1611.55,70.91,24.86,1477.4,91.41,0,34.18,239.9,0,0,0,0,1,0,0
344,Conophis_morai,SQUAMATA,COLUBRIDAE,Conophis,DD,Oviparous,850,NA,NA,1,Continent,60.45,18.56,772,2880.33,63.67,20.27,1822.67,138.45,138.45,34.56,270.63,0,0,0,0,1,0,0
345,Conophis_vittatus,SQUAMATA,COLUBRIDAE,Conophis,LC,Oviparous,800,Carnivorous,NA,8,Continent,154570,18.06,0,1147.94,107.29,24.48,1505.36,60.19,1.66,36.32,224.69,0,0,0,1,1,0,0
346,Conopsis_amphisticha,SQUAMATA,COLUBRIDAE,Conopsis,NT,Ovoviviparous,290,Carnivorous,Fossorial,2,Continent,264.26,17.13,1306,2010.38,81.92,14.52,1132.08,41.94,23.32,36.24,413.97,0,0,0,0,1,0,0
347,Cophosaurus_texanus,SQUAMATA,PHRYNOSOMATIDAE,Cophosaurus,LC,Oviparous,89,Invertebrates,Saxicolous,3,Continent,1137070,29.68,3,461.97,65.09,18.08,6423.72,18.65,0.03,17.88,212.87,0,0,0,1,1,0,0
348,Corallus_cropanii,SQUAMATA,PYTHONIDAE,Corallus,EN,Viviparous,1510,Carnivorous,Semi-arboreal,1,Continent,296.69,-24.26,42,1690.64,46.57,21.45,2608.79,28.86,27.46,34.3,155.13,0,0,0,0,1,0,0
349,Cordylosaurus_subtessellatus,SQUAMATA,GERRHOSAURIDAE,Cordylosaurus,LC,Oviparous,55,Invertebrates,Terrestrial,1,Continent,361952,-24,1,178.69,93.3,18.71,2992.95,2.62,0.01,8.21,708.03,1,0,0,0,0,0,0
350,Cordylus_aridus,SQUAMATA,CORDYLIDAE,Cordylus,EN,Viviparous,66.2,Carnivorous,NA,1,Continent,4176.65,-33.22,676,395.6,21.91,15.12,3869.03,0.74,0.13,9.9,254.9,1,0,0,0,0,0,0
351,Cordylus_campbelli,SQUAMATA,CORDYLIDAE,Cordylus,DD,Viviparous,79,Carnivorous,NA,1,Continent,6745.89,-25.68,1242,188.69,112.15,15.66,4134.2,0.26,0.22,7.48,528.16,1,0,0,0,0,0,0
352,Cordylus_meculae,SQUAMATA,CORDYLIDAE,Cordylus,EN,Viviparous,94,Carnivorous,Terrestrial,2,Continent,231.83,-12.03,512,1321.7,106.8,24.56,1948.8,1.48,1.48,1,412.97,1,0,0,0,0,0,0
353,Cordylus_rivae,SQUAMATA,CORDYLIDAE,Cordylus,LC,Viviparous,105,Carnivorous,NA,1,Continent,41600.2,4.9,484,534.01,104.24,21.38,1044.56,16.04,2.61,19.55,528.33,1,0,0,0,0,0,0
354,Cordylus_spinosus,SQUAMATA,CORDYLIDAE,Cordylus,LC,Viviparous,89,Carnivorous,NA,1,Continent,13447.6,-28.63,966,845.91,68.34,14.81,4050.29,51.58,0,30.5,189.29,1,0,0,0,0,0,0
355,Cordylus_tasmani,SQUAMATA,CORDYLIDAE,Cordylus,VU,Viviparous,81,Carnivorous,NA,1,Continent,16388.3,-33.41,8,423.02,26.76,17.54,3425.61,65.92,0.26,21.85,179.96,1,0,0,0,0,0,0
356,Crocodilurus_amazonicus,SQUAMATA,TEIIDAE,Crocodilurus,LC,Oviparous,320,Carnivorous,Semi-aquatic,2,Continent,3917640,-3.26,-1,2416.19,45.99,26.11,499.5,2.27,0.02,6.23,2180.01,0,0,0,0,1,0,0
357,Crotalus_aquilus,SQUAMATA,VIPERIDAE,Crotalus,LC,Viviparous,549,Carnivorous,Terrestrial,4,Continent,41343.3,21.11,135,755.19,83.48,18.49,2601.01,89.65,9.29,32.82,160.34,0,0,0,1,1,0,0
358,Crotalus_catalinensis,SQUAMATA,VIPERIDAE,Crotalus,CR,Viviparous,762,Carnivorous,Terrestrial,2,Island,27.72,25.64,-4,169,86.33,23.8,4758,0,0,NA,NA,0,0,0,1,0,0,0
359,Crotalus_cerastes,SQUAMATA,VIPERIDAE,Crotalus,LC,Viviparous,840,Carnivorous,Saxicolous,1,Continent,320345,33.74,-88,197.26,57.04,18.88,7223.59,27.78,0,16.49,247.79,0,0,0,1,0,0,0
360,Crotalus_durissus,SQUAMATA,VIPERIDAE,Crotalus,LC,Viviparous,1405,Carnivorous,Terrestrial,10,Continent,8542730,-11.77,-5,1425.85,61.21,23.19,1916.79,32.87,0,22.47,501.41,0,0,0,0,1,0,0
361,Crotalus_pricei,SQUAMATA,VIPERIDAE,Crotalus,LC,Viviparous,595.1,Carnivorous,Terrestrial,3,Continent,206618,26.5,27,699.07,89.62,16.36,4500.07,10.56,0.42,21.24,289.34,0,0,0,1,1,0,0
362,Crotalus_ravus,SQUAMATA,VIPERIDAE,Crotalus,LC,Viviparous,700,Carnivorous,Terrestrial,5,Continent,40741.9,18.6,705,886.24,85.22,14.94,1626.76,593.85,2.2,35.63,166.84,0,0,0,1,1,0,0
363,Crotalus_scutulatus,SQUAMATA,VIPERIDAE,Crotalus,LC,Viviparous,1370,Carnivorous,Terrestrial,8,Continent,935434,29.29,-82,353.45,72.98,17.47,5791.99,34.19,0,18.37,226.38,0,0,0,1,1,0,0
364,Crotaphytus_reticulatus,SQUAMATA,CORYTOPHANIDAE,Crotaphytus,VU,Oviparous,137,Carnivorous,NA,3,Continent,78750.3,27.38,26,546.64,54.25,22.33,6225.27,20.76,0.32,20.17,188.13,0,0,0,1,0,0,0
365,Crotaphytus_vestigium,SQUAMATA,CORYTOPHANIDAE,Crotaphytus,LC,Oviparous,127,Carnivorous,NA,5,Continent,62132.2,30.14,-88,212.15,70.41,17.86,4945.17,15.84,1.24,17.19,513.67,0,0,0,1,0,0,0
366,Cryptelytrops_albolabris,SQUAMATA,VIPERIDAE,Cryptelytrops,LC,Viviparous,1000,Carnivorous,Arboreal,12,Continent/Island,3252140,20.31,-6,1664.52,79.27,21.67,3643.69,179.94,0,28.13,332.77,0,0,1,0,0,0,0
367,Cryptelytrops_erythrurus,SQUAMATA,VIPERIDAE,Cryptelytrops,LC,Viviparous,942.3,Carnivorous,Arboreal,2,Continent,684663,23.23,-3,2203.79,91.26,23.48,3416.91,305.74,0,27.09,317.69,0,0,1,0,0,0,0
368,Cryptelytrops_insularis,SQUAMATA,VIPERIDAE,Cryptelytrops,LC,Viviparous,1000,Carnivorous,Terrestrial,2,Island,214998,-7.94,-18,2184.96,63.12,24.61,608.68,632.86,0,32.49,304.14,0,0,1,0,0,0,0
369,Cryptoblepharus_ater,SQUAMATA,SCINCIDAE,Cryptoblepharus,DD,Viviparous,47.5,Invertebrates,Terrestrial,1,Island,1031.55,-11.66,14,2228.54,49.32,22.18,1304.8,411.05,411.05,34.24,910.61,1,0,0,0,0,0,0
370,Cryptoblepharus_gloriosus,SQUAMATA,SCINCIDAE,Cryptoblepharus,VU,Viviparous,40,Invertebrates,Terrestrial,1,Island,3.47,-11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
371,Cryptoblepharus_leschenault,SQUAMATA,SCINCIDAE,Cryptoblepharus,LC,Oviparous,43,Invertebrates,Terrestrial,1,Island,53103.4,-8.86,-2,1547.15,76.23,24.42,830.79,82.45,0.4,23.37,609.76,0,1,0,0,0,0,0
372,Cryptoblepharus_novaeguineae,SQUAMATA,SCINCIDAE,Cryptoblepharus,LC,Oviparous,42,Invertebrates,Terrestrial,2,Island,20036.2,-5.04,0,2296.75,32.4,26.67,457.13,19.75,0.74,18.52,1531.53,0,1,0,0,0,0,0
373,Cryptoblepharus_renschi,SQUAMATA,SCINCIDAE,Cryptoblepharus,LC,Oviparous,40,Invertebrates,Terrestrial,4,Island,16924.5,-9.21,5,1842.3,70.69,23.95,787.65,232.87,0,27.59,526.06,0,0,1,0,0,0,0
374,Cryptoblepharus_rutilus,SQUAMATA,SCINCIDAE,Cryptoblepharus,LC,Oviparous,35.5,Invertebrates,Terrestrial,2,Island,456.66,7.44,16,3512.5,24.64,27.34,239.82,13.67,0,31.35,1664.54,0,0,0,0,0,1,0
375,Ctenoblepharys_adspersa,SQUAMATA,TROPIDURIDAE,Ctenoblepharys,NT,Oviparous,75,Invertebrates,Terrestrial,3,Continent,10693.8,-13.67,0,7.45,45.82,19.04,2554.28,519.53,1.04,32.48,144.81,0,0,0,0,1,0,0
376,Ctenophorus_maculosus,SQUAMATA,AGAMIDAE,Ctenophorus,LC,Oviparous,70,Invertebrates,Terrestrial,2,Continent,62601.4,-29.63,-15,170.39,33.13,20.53,6125.33,0.02,0.01,3.01,636.34,0,1,0,0,0,0,0
377,Ctenophorus_nuchalis,SQUAMATA,AGAMIDAE,Ctenophorus,LC,Oviparous,120,Omnivorous,Terrestrial,4,Continent,4188170,-24.81,-15,281.97,61.38,22.72,5588.9,0.09,0,3.86,1278.04,0,1,0,0,0,0,0
378,Ctenophorus_ornatus,SQUAMATA,AGAMIDAE,Ctenophorus,LC,Oviparous,93,Invertebrates,Saxicolous,1,Continent,98256.5,-31.03,164,323,49.61,18.04,5479.29,0.42,0,16.71,334.2,0,1,0,0,0,0,0
379,Ctenophorus_tjantjalka,SQUAMATA,AGAMIDAE,Ctenophorus,LC,Oviparous,75,Invertebrates,Saxicolous,1,Continent,73289.4,-27.63,60,179.73,38.5,21.07,6008.33,0.06,0.01,5.74,1027.8,0,1,0,0,0,0,0
380,Ctenosaura_oedirhina,SQUAMATA,IGUANIDAE,Ctenosaura,EN,Oviparous,270,Herbivorous,Arboreal,14,Continent,160.3,16.37,4,2212.4,70.4,26.44,1270.4,76.52,3.13,43.63,189.5,0,0,0,0,1,0,0
381,Ctenosaura_similis,SQUAMATA,IGUANIDAE,Ctenosaura,LC,Oviparous,490,Herbivorous,Arboreal,17,Continent,830620,14.45,-5,2119.72,63.12,24.53,1232.01,64.71,0,31.01,379.35,0,0,0,0,1,0,0
382,Ctenotus_allotropis,SQUAMATA,SCINCIDAE,Ctenotus,LC,Oviparous,55,Invertebrates,Terrestrial,2,Continent,205931,-29.43,115,525.28,31.82,19.31,5743.48,0.64,0.06,10.11,406.27,0,1,0,0,0,0,0
383,Ctenotus_burbidgei,SQUAMATA,SCINCIDAE,Ctenotus,LC,Oviparous,58,Invertebrates,Terrestrial,1,Continent,61999,-15.28,2,961.73,112.33,27.53,2839.56,0.09,0.09,5.22,1243.75,0,1,0,0,0,0,0
384,Ctenotus_gagudju,SQUAMATA,SCINCIDAE,Ctenotus,LC,Oviparous,54,Invertebrates,Terrestrial,1,Continent,15142.5,-12.77,3,1415.69,107.79,27.24,1983.42,0.2,0.07,2.59,1086.1,0,1,0,0,0,0,0
385,Ctenotus_gemmula,SQUAMATA,SCINCIDAE,Ctenotus,LC,Oviparous,58,Invertebrates,Terrestrial,2,Continent,64721.1,-32.9,3,497.5,47,16.92,3721.79,19.19,0.12,13.59,640.17,0,1,0,0,0,0,0
386,Ctenotus_helenae,SQUAMATA,SCINCIDAE,Ctenotus,LC,Oviparous,101,Invertebrates,Terrestrial,4,Continent,1824070,-23.54,-2,258.75,66.2,23.67,5763.78,0.07,0.01,3.2,1569.72,0,1,0,0,0,0,0
387,Ctenotus_inornatus,SQUAMATA,SCINCIDAE,Ctenotus,LC,Oviparous,95,Invertebrates,Terrestrial,4,Continent,1035380,-16.51,0,775.87,110.01,26.71,3529.5,0.19,0.01,3.46,1168.41,0,1,0,0,0,0,0
388,Ctenotus_leonhardii,SQUAMATA,SCINCIDAE,Ctenotus,LC,Oviparous,79,Invertebrates,Terrestrial,4,Continent,2073220,-25.12,-15,236.99,53.64,22.44,5993.18,0.04,0,2.81,1435.2,0,1,0,0,0,0,0
389,Cuora_mouhotii,TESTUDINES,GEOEMYDIDAE,Cuora,EN,Oviparous,180,Omnivorous,Terrestrial,3,Continent/Island,136207,22.61,3,1920.38,86.83,22.01,3827.39,96.92,0.4,24.12,355.39,0,0,1,0,0,0,0
390,Cyclemys_atripons,TESTUDINES,GEOEMYDIDAE,Cyclemys,VU,Oviparous,409.3,Carnivorous,Terrestrial,3,Continent,82674.5,13.75,3,1633.94,81.2,26.65,1575.23,93.17,0.22,28.34,319.88,0,0,1,0,0,0,0
391,Cyclodomorphus_celatus,SQUAMATA,SCINCIDAE,Cyclodomorphus,LC,Viviparous,121,Invertebrates,Terrestrial,3,Continent,38637.9,-27.61,-2,384.27,84.18,20.65,4371.29,33.31,0.09,16.81,527.49,0,1,0,0,0,0,0
392,Cynisca_bifrontalis,SQUAMATA,AMPHISBAENIDAE,Cynisca,LC,Oviparous,131,Invertebrates,Fossorial,1,Continent,823.69,-1.89,26,1970.45,71.35,25.66,1311.48,0.89,0.87,23.99,959.87,1,0,0,0,0,0,0
393,Cynisca_feae,SQUAMATA,AMPHISBAENIDAE,Cynisca,LC,Oviparous,168,Invertebrates,Fossorial,1,Continent,151128,13.93,1,808.25,137.67,27.13,1910.19,82.24,3.16,32.7,238.97,1,0,0,0,0,0,0
394,Cynisca_kraussi,SQUAMATA,AMPHISBAENIDAE,Cynisca,EN,Oviparous,160,Invertebrates,Fossorial,1,Continent,941.44,6.84,81,1392,52.85,26.14,1015.15,112.87,39.49,21.49,210.25,1,0,0,0,0,0,0
395,Cynisca_schaeferi,SQUAMATA,AMPHISBAENIDAE,Cynisca,DD,Oviparous,197,Invertebrates,Fossorial,1,Continent,87.07,3.97,61,3044,64.75,26.38,1113.25,42.54,42.54,23.36,259.67,1,0,0,0,0,0,0
396,Cynisca_senegalensis,SQUAMATA,AMPHISBAENIDAE,Cynisca,DD,Oviparous,138,Invertebrates,Fossorial,1,Continent,76.5,13,63,984.5,121.75,28.18,2348.75,4.65,4.63,12,678.78,1,0,0,0,0,0,0
397,Cyrtodactylus_adleri,SQUAMATA,GEKKONIDAE,Cyrtodactylus,LC,Oviparous,68.5,Invertebrates,Arboreal,1,Island,967.31,7.02,9,2306.61,36.48,26.88,510.45,40.54,40.54,21,714,0,0,1,0,0,0,0
398,Cyrtodactylus_annandalei,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,55.3,Invertebrates,Arboreal,1,Continent,69.78,22.31,417,1129.67,84,24.1,3297,45.11,45.11,15,187.56,0,0,1,0,0,0,0
399,Cyrtodactylus_ayeyarwadyensis,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,78,Invertebrates,Arboreal,1,Continent,24509.8,17.85,3,2316.69,104.46,25.86,2054.78,148.87,29.07,26.49,393.25,0,0,1,0,0,0,0
400,Cyrtodactylus_biordinis,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,94,Invertebrates,Arboreal,2,Island,5461.38,-9.62,7,2642.15,37.33,24.47,467.1,27.52,13.07,20.66,515.27,0,1,0,0,0,0,0
401,Cyrtodactylus_brevidactylus,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,88,Invertebrates,Arboreal,2,Continent,208.38,20.9,401,820.78,85,24.64,3063.44,172.19,172.19,30.73,176.82,0,0,1,0,0,0,0
402,Cyrtodactylus_cavernicolus,SQUAMATA,GEKKONIDAE,Cyrtodactylus,VU,Oviparous,81,Invertebrates,Arboreal,1,Island,976.73,3.9,15,3278.33,18.14,25.17,279.22,7.3,2.06,18.65,1291.88,0,0,1,0,0,0,0
403,Cyrtodactylus_chrysopylos,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,79.1,Invertebrates,Arboreal,1,Continent,76.8,21.03,271,1047.4,80.2,25.18,3040,18.71,18.71,15,385.73,0,0,1,0,0,0,0
404,Cyrtodactylus_feae,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,45,Invertebrates,Arboreal,1,Continent,27083.4,17.4,135,1509.49,84.74,24.37,2019.37,27.78,3.01,17.18,556.76,0,0,1,0,0,0,0
405,Cyrtodactylus_gordongekkoi,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,73,Invertebrates,Arboreal,1,Island,4610.54,-8.58,12,1864.47,74.73,23.7,684.37,683.98,54.52,31.8,357.79,0,1,0,0,0,0,0
406,Cyrtodactylus_gubernatoris,SQUAMATA,GEKKONIDAE,Cyrtodactylus,NT,Oviparous,53,Invertebrates,Arboreal,1,Island,14104.7,26.66,34,3144.02,107.12,22.27,3972.5,531.66,16.17,39.68,169.55,0,0,1,0,0,0,0
407,Cyrtodactylus_irianjayaensis,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,163,Invertebrates,Arboreal,1,Island,6912.68,-4.9,14,3854.07,12.91,26.64,653.41,2.01,0.28,3.66,3699.34,0,1,0,0,0,0,0
408,Cyrtodactylus_malcomsmithi,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,55,Invertebrates,Arboreal,2,Continent,17182.2,31.74,208,1394.52,114.62,21.82,6438.34,421.17,60.68,39.93,161.39,0,0,1,0,0,0,0
409,Cyrtodactylus_sumonthai,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,70.7,Invertebrates,Arboreal,2,Continent,38.36,12.86,40,1965.5,73,27.45,1033,106.67,93.3,35.2,283.2,0,0,1,0,0,0,0
410,Cyrtodactylus_sworderi,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,77,Invertebrates,Arboreal,1,Island,116327,3.93,1,2539.99,35.38,26.13,505.26,151.49,0.07,29.47,355.15,0,0,1,0,0,0,0
411,Cyrtodactylus_wakeorum,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,63.8,Invertebrates,Arboreal,1,Continent,2659.92,18.56,352,2234.86,102.28,23.29,2195.71,44.24,29.07,15.4,1101.27,0,0,1,0,0,0,0
412,Cyrtodactylus_wetariensis,SQUAMATA,GEKKONIDAE,Cyrtodactylus,DD,Oviparous,70,Invertebrates,Arboreal,2,Island,2642.93,-7.77,8,1085.91,62.92,24.71,688.99,2.27,0.4,10.62,947.08,0,1,0,0,0,0,0
413,Cyrtopodion_agamuroides,SQUAMATA,GEKKONIDAE,Cyrtopodion,LC,Oviparous,50,Invertebrates,Saxicolous,3,Continent,490453,28.12,1,120.6,95.35,21.41,7017.04,14.07,1.27,21.18,409.79,0,0,1,0,0,0,1
414,Cyrtopodion_caspium,SQUAMATA,GEKKONIDAE,Cyrtopodion,LC,Oviparous,75,Invertebrates,Arboreal,14,Continent,1761770,39.32,-134,206.44,64.83,12.6,10035.3,31.16,0,20.08,403.55,0,0,0,0,0,0,1
415,Cyrtopodion_fortmunroi,SQUAMATA,GEKKONIDAE,Cyrtopodion,LC,Oviparous,50,Invertebrates,Saxicolous,5,Continent,8243.27,31.11,1059,249.21,62.1,16.4,8237.91,22.55,21.14,30.08,404.28,0,0,1,0,0,0,1
416,Cyrtopodion_kohsulaimanai,SQUAMATA,GEKKONIDAE,Cyrtopodion,LC,Oviparous,59,Invertebrates,Terrestrial,4,Continent,25188.3,31.15,722,277.21,68.98,15.24,8222.69,59.76,1.14,30.19,321.94,0,0,1,0,0,0,0
417,Cyrtopodion_russowii,SQUAMATA,GEKKONIDAE,Cyrtopodion,LC,Oviparous,53.2,Invertebrates,Arboreal,4,Continent,1328790,42.79,-62,186.25,52.22,11.54,11247.75,22.27,0.42,16.97,402.5,0,0,0,0,0,0,1
418,Cyrtopodion_scabrum,SQUAMATA,GEKKONIDAE,Cyrtopodion,LC,Oviparous,65,Invertebrates,Terrestrial,8,Continent,2795070,30.62,-383,221.66,90.71,20.62,7834.28,87,0,23.93,377.85,1,0,0,0,0,0,0
419,Cyrtopodion_stoliczkai,SQUAMATA,GEKKONIDAE,Cyrtopodion,LC,Oviparous,55,Invertebrates,Arboreal,3,Continent,75616.8,35.19,785,325.37,46.02,1.34,9157.48,83.27,1.78,24.93,1508.17,0,0,1,0,0,0,1
420,Cyrtopodion_walli,SQUAMATA,GEKKONIDAE,Cyrtopodion,LC,Oviparous,59.5,Invertebrates,Arboreal,2,Continent,40075.7,35.31,289,649.92,52.33,8.81,8234.74,291.01,31.8,29.6,945.8,0,0,1,0,0,0,1
421,Dasia_olivacea,SQUAMATA,SCINCIDAE,Dasia,LC,Oviparous,150,Invertebrates,Arboreal,3,Continent/Island,1899270,2.62,-2,2598.83,39.04,25.67,522.51,151.79,0,23.7,892.91,0,0,1,0,0,0,0
422,Dasypeltis_fasciata,SQUAMATA,COLUBRIDAE,Dasypeltis,LC,Oviparous,700,Carnivorous,Terrestrial,4,Continent,3447690,5.36,-3,1662.21,64.98,25.23,1011.5,53.3,0,21.99,523.46,1,0,0,0,0,0,0
423,Dasypeltis_scabra,SQUAMATA,COLUBRIDAE,Dasypeltis,LC,Oviparous,903.8,NA,Terrestrial,22,Continent,10166900,-8.49,-165,665.08,93.62,22.58,2516.83,30.93,0,18.7,490.43,1,0,0,0,0,0,0
424,Delma_fraseri,SQUAMATA,PYGOPODIDAE,Delma,LC,Oviparous,128,Invertebrates,Terrestrial,4,Continent,259137,-31.56,133,299.83,32.75,17.55,4954.83,0.27,0,10.2,744.81,0,1,0,0,0,0,0
425,Delma_labialis,SQUAMATA,PYGOPODIDAE,Delma,VU,Oviparous,115,Invertebrates,Terrestrial,2,Continent,12756.2,-19.87,3,1007.2,91.83,23.55,3209.29,14.42,0.06,20.47,222.41,0,1,0,0,0,0,0
426,Delma_torquata,SQUAMATA,PYGOPODIDAE,Delma,VU,Oviparous,63,Invertebrates,Semi-saxicolous,2,Continent,3282.56,-27.21,17,944.7,41.11,18.73,4258.36,190.11,1.08,30.71,118.32,0,1,0,0,0,0,0
427,Demansia_torquata,SQUAMATA,ELAPIDAE,Demansia,DD,Oviparous,864.7,Carnivorous,Terrestrial,2,Continent,399285,-19,-1,998.3,88.02,23.35,3245.9,1.99,0.04,9.3,426.57,0,1,0,0,0,0,0
428,Dendrelaphis_bifrenalis,SQUAMATA,COLUBRIDAE,Dendrelaphis,LC,Oviparous,650,Carnivorous,Arboreal,4,Island,494213,12.3,-2,1289.98,87.02,26.55,1972.07,379.82,24.94,36.3,134.55,0,0,1,0,0,0,0
429,Dendrelaphis_calligastra,SQUAMATA,COLUBRIDAE,Dendrelaphis,LC,Oviparous,1215,Carnivorous,Arboreal,12,Island,840079,-5.82,-8,2961.01,30.27,24.09,650.13,8.12,0,11.53,2068.51,0,1,0,0,0,0,0
430,Dendrelaphis_cyanochloris,SQUAMATA,COLUBRIDAE,Dendrelaphis,LC,Oviparous,1068.1,Carnivorous,Arboreal,3,Continent,225169,19.1,-4,2171.79,88.08,25.06,2426.48,166.33,3.01,28.54,355.95,0,0,1,0,0,0,0
431,Dendrelaphis_gorei,SQUAMATA,COLUBRIDAE,Dendrelaphis,LC,Oviparous,580,Carnivorous,Arboreal,4,Continent,221731,26.18,44,2352.14,87.48,20.06,4119.72,120.09,0.4,21.5,445.55,0,0,1,0,0,0,1
432,Dendrelaphis_grandoculis,SQUAMATA,COLUBRIDAE,Dendrelaphis,NT,Oviparous,930,Carnivorous,Arboreal,4,Continent,125715,11.55,-2,2121.92,97.49,25.3,1403.97,482.06,29.07,33.75,156.86,0,0,1,0,0,0,0
433,Dendrelaphis_lorentzi,SQUAMATA,COLUBRIDAE,Dendrelaphis,LC,Oviparous,673.7,Carnivorous,Arboreal,1,Island,44771.4,-7.05,6,2593.03,39.56,26.16,809.01,3.41,0.12,10.61,1954,0,1,0,0,0,0,0
434,Dendrelaphis_punctulatus,SQUAMATA,COLUBRIDAE,Dendrelaphis,LC,Oviparous,2000,Carnivorous,Arboreal,10,Continent/Island,1179700,-15.11,-1,1727.24,71.61,23.8,2253.99,12.35,0.01,12.61,1005.29,0,1,0,0,0,0,0
435,Dendroaspis_polylepis,SQUAMATA,ELAPIDAE,Dendroaspis,LC,Oviparous,3579.4,Carnivorous,Arboreal,12,Continent,2739260,-12.78,-2,793.88,93.07,22.32,2577.73,40.63,0,21.6,431.56,1,0,0,0,0,0,0
436,Dibamus_bourreti,SQUAMATA,DIBAMIDAE,Dibamus,DD,Oviparous,180,Invertebrates,Fossorial,2,Continent,462089,24.5,1,1501.44,65.51,19.24,6290.67,234.85,5.62,30.03,245.45,0,0,1,0,0,0,0
437,Dibamus_novaeguineae,SQUAMATA,DIBAMIDAE,Dibamus,LC,Oviparous,165,Invertebrates,Fossorial,7,Island,1184500,-3.26,-48,2789.26,28.36,24.22,554.17,42.5,0,15.74,1622.69,0,1,1,0,0,0,0
438,Dibamus_smithi,SQUAMATA,DIBAMIDAE,Dibamus,DD,Oviparous,108,Invertebrates,Fossorial,1,Continent,6080.59,12.17,7,1502.89,67.76,21.49,1250.75,89.91,6.16,27.24,421.46,0,0,1,0,0,0,0
